ID,response
113,"He wasn’t sure of its origins but he knew he wanted to keep it. Never before had he wanted so much to smother people with thoughts of his own, thoughts that invaded him and now infiltrated them. Everyone could always tell he was lost in perversion, fantasizing of the day the collective unconsciousness usurped humanity’s awareness and he was equal. And now that day was steadfast approaching. No longer would his thoughts be abnormal. No longer would others look on him with disdain. No longer than the time it took to speak a single word could he now fully analyze a person’s psychology, the amalgamation of every historical and ontological event that resulted in that word, and why that word, and why not the infinite others.
His first subject would have to be someone dear to him. Better to wade first in the fluids of one’s brain before becoming entangled in its folds. He was an only child, so siblings were out of the question. His father left him when he was just on the brink of forming memories. So he was left with his mother. His mother was a simple woman, born into poverty and attending a rural university for women. She had always gaped at the world open-mouthed, as though expecting it to crawl into her, for she had not the mental capacity to consume it herself.
Oh, mother, if only you knew the blessings I would bring upon you in these coming seconds you would drop to your knees and wash my feet. I am the sacrificial son, and although none may ever fathom the depth of my magnanimity my palette is cleared in helping them. I will guide the blind into clarity, I will rip out their eyes and implant mine in their sockets so that they may see the virtue in my replication. They will beg for me to mold every piece of them into a putrid imitation of my own until they stand before me as a grotesque reflection, but all the better for it.
Effortlessly he sieged his mother’s mind so that he was inside of her and he was looking out at him. And he crafted a double-consciousness with her so that his own may thwart hers. But he didn’t expect the coup. He didn’t know of her mind’s ramparts that looked already so much like his own fortifications. Then in a second he understood that she knew what he knew by different names or no names at all. He blamed it initially on their shared genetic lineage. Then he tested the minds of strangers, of vagrants and politicians, quantum mechanists and fast food cashiers, with the same result. He could never be sure if he had succeeded in replacing their souls, or if his had degraded, or if he knew more or less than when he was naïve of his power. "
114,"As you walked down the busy street, late for your work meeting, you thought about why you were even going into work that day. What else could you be doing rather than working as a slave under a huge company that could let you go at any time. What if you just quit?
Of course, you let your thoughts get to you as you slammed into a pole, others snickering around you. Embarrassed, you rub your head, pick up the bag you dropped and notice something that wasn’t on it before. Clipped to the handle of your beat up black bag is a tiny bottle with a note inside. Curious as to how it got there, you unclipped the tiny bottle and opened up the note. It read: You’re welcome. Scrunching up your eyebrows you shake your head and throw the bottle and note into a nearby trashcan as you hurry into your office building.
As your work meeting begins you hurry into the room with cup after cup of coffee. You pass out the corresponding cup to each millionaire as they talk about their tiresome evenings out at five star restaurants and with famous celebrities. Just as you’re finishing up, you trip over a briefcase on the floor and spill hot coffee all over the president of the company. Now what are you going to do? You quickly stand up and apologize profusely as his enormous mouth in the middle of his angry, red face slowly opens with rage. You wished none of this had ever happened, imagining that everything had gone perfectly fine so you wouldn’t have to deal with being yelled at by this short, bald man. Your eyes are closed as you cower back, waiting for the blast of sound from the president, but it never comes. You’re standing by the conference room door with an empty carton and the president was at the head of the table sipping his coffee with a smile on his face.
Had you just imagined it all? Was this some kind of sick trick your mind was playing on you? Unsure, but quite happy, you headed out the door and back to your desk. What had happened? 
After work ended, you left the office heading downtown to meet your friends for drinks. After what happened earlier, nothing else was out of the ordinary, so you set the entire incident aside from your mind thinking nothing of it. Your brain must have been tired from lack of sleep and stress. As you enter the restaurant you see your friends surrounded by men as always. You had always been the invisible one, sitting to the side as your friends had drinks bought for them. You imagined what it would be like to be the center of attention for once and in the next second, you’re surrounded by the same guys that had been surrounding your friends. Surprised, you gladly took all of the drinks they gave and smirked at your friends envious faces. What was happening?
Days and weeks pass and you realize what great power you have received. All of your dreams come true, no matter what they are. The only thing is, they need to be dreams. You could easily think about something you want to happen, but nothing ever happens. Only your daydreams come true, because they are things that your heart wants, not your mind. But, what could be bad about this?"
115,"Sally was a girl who did not have many friends and often found herself daydreaming meanwhile she was sitting alone throughout the day. Her single father paid no attention that Sally was always alone because he was always preoccupied with work. One day, something happened that forever changed her sleeping schedule. Sally was walking to school when something truly amazing happened to her. She was looking at a squirrel that was on a tree, running around with nuts with a whole bunch of squirrels. She thought to herself, “That squirrel is so lucky to have friends.” All of a sudden, she started getting a funny feeling in her stomach and seconds later, she found herself on the floor with tiny little furry hands and a long furry brown trail. She immediately started panicking and thinking how much better it would be to a girl. She then switched back into being a girl again. She stood there astonished at what had occurred to her. She was standing in the middle of the sidewalk, staring at her hands in shock. From the distance, she heard the school bells ringing and she knew she had approximately ten minutes to get to class. Then Sally got the funny feeling in her stomach again and had very long legs with spots on what appeared to be cheetah fur. She then started dashing towards school and was there instantly. She was amazed that no one had seen her running through the city. She was walking to her locker and trying to interpret what had just happened to her and was thinking how could this happen to her. She had turned into two very different animals in the matter of twenty minutes. She walked to her first class, staring to the floor thinking about all the research she would do in the library during lunch. Sally’s classes went on and she paid little attention to what her teachers were saying. When the lunch bell rang, she walked very quickly to the library and sat in a computer lab out of sight of the librarian. Sally sat at the computer and began to type, “HELP” when out of thin appeared a woman with white hair out of thin air. The lady was wearing a silver super hero costume and looked very familiar to Sally, she looked like someone she had seen in old photographs her father kept.  The woman said to her, “I’ve been watching you for years and this mor "
116,"She had never been much of a people-person. She was introverted, unlike her brother who was captain of the football team and student body president. She liked to stay in on Friday nights while everyone else her age went out and partied. She liked reading a book instead of watching TV. She preferred to be with her cat and dog than with people. Elizabeth was weird, as some would say. Not many people knew much about her because she was quiet and never expressed her feelings easily. She would hardly talk in class, nor to other people in the hallway, the lunchroom, or even the grocery store. Her mom would always tell her to “quit being so shy”, but Elizabeth never saw a problem with being so quiet. She loved the relationship she had with her pets and felt as though they had some strong connection that no one else could understand despite their utter differences. She’d come home from school to greet her pets before she greeted her mother. She could spend all day with them if she wanted to, as if she didn’t already. They slept in her bed and obviously favored her out of the entire family, and the only time she’d be away from them is when she was at school—she even took them with her when she would go shopping. Spending so much time with her cat and dog, she felt on the same level as her pets, as if they were “friends” and equals despite being different species. 
One day, Elizabeth was home alone watching TV with her pets, as usual. She was watching the Ellen show, something that would normally air at 3:30 every weekday, which is when she’d get home from school each day. On that particular episode, Ellen had brought Jennifer Aniston onto the show due to her newly released movie. Elizabeth liked Jennifer Aniston and so, was very into the episode. She was so distracted by the show, carefully listening to everything Ellen said and asked Jennifer "
117,"His name is Jafar, Very Jafar. He has the ability to speak to cats, but no one else knows about it. Jafar likes to spend his time with the neighborhood cats solving mysteries out of his mom’s minivan. Others think he’s crazy, but he loves the danger and mystery of using cats to help him solve his cases. Whether it’s the local jewelry store or your grandmother being robbed, Jafar will be there to solve the crime that happened and help to catch the criminal. 
He walked briskly through the cold town of Pleasantville, gazing at the dark sky filled with unpleasant weather. As he rolled on, he noticed fewer and fewer people walking downtown and restaurants swiftly closing shop. Sweat began to fall down his neck. He knew something wasn’t right. Jafar knew most of the shops would close around 10 PM, yet his clock rang 8:46 PM. Suddenly, a shadow swiftly darted from the corner of his eye. He took a quick turn into the nearby alley. With a sigh of relief, he saw a fellow feline prancing around a garbage can looking for food.
“What are you doing here you pretty little thing”, asked Jafar, “It’s a bit cold out, you should be with your family”. The young kitten responds, “I would, but the shadow is nearby and I felt a tingle in my skin when it walked by”. Jafar exclaims, “You saw it too? So I’m not crazy after all”. The feline replies, “Well, you are talking to an animal”. Jafar digs an oatmeal cookie out of his pocket and leaves it on the ground for the kitten, who scurries away soon afterwards. 
He continues his walk, slowly pacing his steps to focus his attention on any unusual sounds. All of a sudden, a faint scream runs through the block and Jafar sees some garbage cans tossed into the black pavement. He moves quickly, knowing someone needs his help. Within seconds, he finds a woman in a bright red dress dead in a nearby alley. In the distance, he sees him. A black silhouette of a tall figure with a hat and a trench coat piercing through the night. Jafar knows he can’t waste time on the dead body and rushes in the direction of the figure. The silhouette darts through the alleys, jumping fences and begins to  "
118,"When imagination kicks in due to boredom in one’s life, some people might think about castles, creatures, and fantasy, while others might think about having supernatural abilities, such as superpowers. When I think of which type of super power that I would like to possess if f possible, I would have to go with the ability to read minds and have a heightened sense of sensing the ways in which other humans might think and/or act. I chose this simply because I think that this ability would be useful, fun, and interesting. In a scenario where I have this ability, I would be born with it and begin to utilize the powers as I started elementary school.  As I move through school up until the end of high school, my powers still remain a secret for the most part until the girl that I ask to senior prom takes an interest in me eventually. I had been longing for her since freshman year, and I knew that she was not into me because when I read her mind from time to time, she would be dreaming about the quarterback. Eventually, I ask her out and she accepts. When I arrive at her house on prom with my limo, tux, and excitement, I read her mind and she seems a bit reluctant. As we leave, I begin to reassure her that this night would be one to remember. 10 years flash by and my current setting is in Japan, where I have bought a home for myself after college, and a few years of self-reflection and traveling the world. I have grown quite content with my supernatural abilities, along with my current position in life. As I wander the streets of Tokyo, the bustling streets fill my head with voices and rapid thoughts in Japanese, English, Korean, and Mandarin. Even if I don’t speak a language, I can usually tell certain people’s emotions by the nonverbal tones and association with that and how they are physically acting. At this point in my life, I have reached a very high level of controlling and utilizing my powers for good, and for my advantage. Sometimes it is still difficult for me to live and cope with the fact that I can do and think things unlike any other human. This also makes me wonder whether or not I am the only one who possess these types of powers, and if anyone else has these capabilities, or any super human capabilities for that matter. As I continue to live my pleasant yet unusual life in Japan, I am constantly contemplating what I can and should do next in life based on my super abilities. The struggle to see myself as a true individual begins as a notion that I feel, mainly due to the sense of responsibility that I feel based on my super abilities. As I look back at my past, I utilize the self-reflection moments in order to help me deal with this inner struggle, along with thoughts of shaping and deciding what my future life plans hold. This deep reflections and questioning of what the universe may hold next for me in life will ultimately help me to figure out how I can best utilize my powers for greater good, as well as the deeper meanings and the reasoning behind why I behold such powers in the first place. "
119,"Ding, ding, ding, ding! It was just after 4 pm. James began to clean his desk to make room for tomorrow’s stack of papers. He began by sorting out the completed assignments by portfolio names. The ones that needed to be looked over were placed in the getting things done pile. James was quite tired. 15 minutes ago he was on the floor answering phone calls and trading equities. 
“The market was pretty bad today,” James whispered under his breath. “I don’t know if I can do this anymore. I just lost over 1.5 million dollars of my client’s money.” In his head, he didn’t know what to do, he needed to get out of the situation. He grabbed his coat and began moving towards the elevator. The elevator opened. James stepped in. He pushed the Lobby button.
“I need to talk to Bill or anyone to help me out.” James thought in his head. James exited the building. As he exited there were men in black suits after him.
“Oh no it’s the mob.” James briskly walking away from the men in black suits. James ran towards a crowd to try and stop
James took refuge in a psychic shop. The lady in there asked James what is going. James replied that he needed to escape. He needed something that would resolve his problem The lady gave him a pill. James took the pill with a glass of water. Suddenly, he felt present. He was able to see things he didn’t see before. He began to see the future. This ability he thought would allow him to know what would happen next. This was his
The men were after him. James ran down the alley"
120,"Stella was used to having strange dreams. Unlike some people, she dreamed every night; sometimes, she dreamt about real things, like her quickly approaching midterm season, and sometimes she dreamed about fantastical worlds where she could leap continents in the blink of an eye.
Sometimes, when she woke up, the dreams lingered in the back of her mind, tinting her perception of the world until midday, when the power of reality finally ate away at the flimsy fantasy.
When Stella woke up on Tuesday, October 8, however, the power of her previous night’s dream didn’t seem to fade. It had been an odd dream, so tangible, and the oddest part was that she hadn’t been herself. She had been in someone else’s body, someone that she knew. It was a boy in her seminar on democratic voting practices, Tom, whom she had pined over for the majority of the semester. And the dream hadn’t had that foggy quality that most dreams have, when you’re somewhere one second and somewhere else the next and you don’t question it at all. And nothing strange or fantastical had happened. In fact, it was almost like she was watching him live his life from behind his own eyes.
“What an odd dream,” Stella thought. Usually, when she dreamt, the majority of the actual content faded minutes after her alarm’s harsh ring, leaving her with only the feeling of the unconscious journey she had just taken. But this time, as she sat at the edge of her tiny twin bed, listening to her roommate breathing deeply across the room, she realized she could retrace the steps of the lengthy dream clearly and with ease.
She had come to in Tom’s mind when the clock on his computer read approximately 12:35 AM. She could sense the buzzing of his thoughts but couldn’t decode the specific content. She didn’t seem to have any control over his body, but she could detect the gentle breeze from his open window and hear the leaves rustling outside. She smelled that distinct boy’s room odor of his day’s sweaty gym clothes and the empty bowl Hamburger Helper spaghetti he must have had for dinner. He didn’t seem to be aware that she had entered his world.
As time passed, Stella bore witness to Tom’s every activity. She giggled internally as he sang Katy Perry songs to himself in the shower, and she zoned out as he played Call of Duty in his warm, dark room in the wee hours of the morning. At 3 AM, after hours of puttering around and doing everything but sleeping, Tom got up and left his house, entering the cool night. He popped in his earbuds and began listening to the Avett Brothers. Stella began to sense a loneliness as Tom dropped his head and began a somber stroll to the beach, where he sat and looked at the moon’s distorted reflection on the waves until the sun began to warm the edges of the horizon. Just as it peaked, Tom drew out his phone and opened a text to a group message named “Fam,” typing, “I miss you guys.” As he took the steep steps back up to the road, he caught his toe and scraped his shin against the stairs, drawing a slow trickle of blood. “Shit.” He continued home, patched the wound, and fell asleep. Stella’s world went back to black.
“It couldn’t be real,” Stella thought. “Can I enter the minds of whomever I desire in my sleep?” She wrote it off as another whimsical fantasy, a haunting desire to get to know this fascinating boy. She decided to go about her day, figuring she would forget about the whole thing, until she got to her political science class and saw the fresh scrape on Tom’s shin."
121,"“Breaking News! The wild animals from Zoolandia have broken free from their caves! I repeat, the wild animals have broken free!!” announced the news reporter over the radio. Mom drops the waffles that she had just taken out of the toaster. “We live a block away from Zoolandia! They are coming our way!” yells mom frantically. She rushes up the stairs and breaks into my room. “James, wake up! The lions and tigers and alligators are headed our way!” I lay in bed and my eyes widen as I heard those words come out of my mom’s mouth. I jump out of bed and throw on some kakis. I open my closet and the first shirt I see hanging has the words, “DON’T BE A HERO” on it. It was my community service shirt I had received back in the fall. As I put the shirt on, I notice unusual marks on my wrists.
What could these marks possibly be? How did they get there?! I hear a loud cry come from downstairs. “Lord, have mercy!” I run down stairs and see my mom looking out the kitchen window. I get closer and see a mob of lions heading to our street. “Quick mom, shut every window and door!!” I run outside into the middle of the street to pull the two kids that were frightened out of their mind. I put them inside of my house and close the door. When I turn around, I see the lions about to cross the street into my block. I run to them and put my hands in the hair. As I waved them, cement came shooting out of my wrists. As shocked as I was, I swayed my arms in a parallel motion and started building a wall. I kept shooting until the wall was over the heads of the lions. Before I knew it, all my neighbors were in the middle of the street with their mouths wide open."
122,"Darkness. All I can see is darkness.
“Jake?” a familiar voice says to me. I recognize my name, but cannot place the person talking to me. 
Slowly, I open my eyes and immediately feel overwhelmed. The sun provides too much light in the room everything around me is floating. I see various alien looking lifeforms of various shades of blue, green and purple
“Jake?”  
“Uhhhhh”, I respond in shock.
“My name is Odin. You are on Jupiter. Do you know how you got here?” one of the aliens replies.
“No. I fell asleep and I just woke up to your voice.” 
“You just appeared in our palace out of nowhere. You must go see the enchantress. She’ll know why you’re here.” 
“Why are you guy green? I’m not going anywhere until I know this isn’t a prank.” I say angrily.
I feel two aliens grab my arms and force me to walk to into a castle down the road. Fear overwhelms me as I struggle against them. 
The enchantress stands before me in an elegant gown and explains to me that I have the acquired the ability to travel through space and time. Something in my body changes chemically as I travel, allowing me to live in the most extreme situations. She also explains that I am now miniscule, smaller than a gas particle on Jupiter. The people on Earth believe that because the planet is made of gas, there are no living beings. 
“They just weren’t able to see us” the enchantress concludes.
“Well how am I supposed to get back to Earth?”
“You’ll have to figure that one out on your own.” 
“Am I allowed to go anywhere else?”
“You can go anywhere you want. However, the mechanics of why this is happening or how you transport is unknown.” "
123,"I’m actually reading my professor’s mind right now.
I stare around at my fellow classmates in lecture: can they hear what I’m hearing too? As I look around, everyone is consumed with their exam, clearly not absorbed with the negative thoughts from our professor that are practically screaming in my head right now. Maybe it’s just me; maybe I ate something bad last night, and this is the first sign of delusion and paranoia. I mean, this exam is worth 40% of my grade, it only makes sense that I’m having some sort of feeling of paranoia. Yep, that’s definitely it! I am extremely paranoid, and it’s making me feel as if I’m hearing my professor telling us to fail, even though she has a giant smile plastered on her face and hasn’t spoken in at least 20 minutes.
Can this girl stop looking around? She’s giving me anxiety.
I whip my head towards the girl sitting next to me.
“Did you say something?” I whisper to her.
“No.” She gives me a dirty look and turns back to her exam.
Great, now she’s going to try to have a conversation with me. Idiot
Okay, she definitely did not say that out loud, and I’m officially going crazy. How is this even remotely possible? I didn’t fall into a vat of radioactivity, and I so don’t have superhuman parents who passed down their traits. I’m an eighteen year old girl from a small town in California. I’m not even from Los Angeles; cool, movie stuff like this can’t just happen to me.
I shake my thoughts away and try to focus on my exam. Slowly, thoughts start creeping into my head that most certainly aren’t mine.
I can’t believe he didn’t text me back last night.
Oh my god. Oh my god. I am so going to fail.
I am totally switching majors after this test.
I cover my ears to block out the noise, but the sound is coming from inside my head, not externally. I quickly stand up, sling my bag over my shoulder, and run out of the lecture hall, hearing confused thoughts as I shut the door behind me. Chemistry be damned. I run into the startling daylight and collapse onto a bench with my head between my legs as I try to slow my breathing. 
This can’t be happening to me. I rack my brain as I try to remember anything from high school health class about mental disorders. Is Schizophrenia the one where people hear voices? Or is that multiple personality disorder? Oh god, maybe my alter ego is trying to come out and is poisoning me with her thoughts. I begin hyperventilating as I imagine myself sitting in a padded room, talking to people that aren’t there. But wait, those people in my lecture hall were there. I couldn’t possibly just imagine the professor and the girl’s thoughts."
124,"Jesse grew up with his entire family always telling him he was the best at everything. At the age of 10 this must have gotten to his head because the poor boy started acting pretty mean to his peers. This was not an effect of who he was, it was an effect of the way he was raised. At the age of 16 he started to realize that being mean wasn’t the right way to go so he started being very nice, and by his senior year of high school Jesse was the guy everyone wanted to be. He had a lot of friends, looked good, and was very smart. 
Jesse had a lot going for him when he went into college. He was very social and was known at every club and organization on campus. He was the guy who got A’s on every test and was as every party. Just as everything seemed to be going great, one night Jesse woke up from a noise. He was living with 3 people at the time, but they were all out of town. He looked at the clock… 6:11 in the morning, but it was pitch black outside. The noise persisted and he got up. As Jesse stepped out of his room he felt a slight breeze, but it was not the type of breeze that came from an open window, it was a warm heavy breeze that carried with it a hint of mystery. As Jesse stepped into the kitchen the breeze got stronger. As he shifted his head looking around Jesse saw Superman himself. 
Turns out, Superman didn’t want his power anymore and wanted to give it to Jesse. Why? Superman would tell him later. Jesse was confused. But after accepting the power, Jesse decided that it was time to go for a little joy ride. He flew to a nearby mountain top and watched the sunrise. Thrilled with his new power, Jesse was all over the world! 
As awesome as this was, Jesse simply did not understand why everyone saw his power as normal. His entire life he had been the center of attention, and now that he had something like this nobody really cared. Yeah, they thought it was cool, but just not out of the ordinary. Jesse did not think so. He thought his power was incredible and was not understanding what was going on. There were points in time where he tried to prove to people that his power was truly a gift, by being shot at with a tank missile and then flying it out into space, but to no avail, the response was the same. 
After years of having this power, Jesse did not want it anymore. It had changed the course of his life. He was viewed by people as different, and to be honest, he started to feel himself changing. He wasn’t who he was before, and that angered him even more. He started to really think about what made him him. And this was not it. Why did Superman give me this power? What was the point? Where is Superman? And as he was thinking about superman that very moment, he felt a warm breeze. The same breeze he felt years earlier, and boom Superman appeared. 
Jesse was not sure what to do, he had seen Superman before, but before Superman to Jesse was an iconic hero, here in the present Jesse did not like that superman gave him these powers. Jesse stated that the powers he got change dhis life for the worse, and that nobody would even care that he could fly.  "
125,"All that Maga could think to themselves was, “wow, out of all the possible powers that I could have been gifted with, this is right down there with the worst.” It started about a month prior—they were walking home from the market, looking at a text from their father, & a drop of green fell from their nose, landed on their phone, & sizzled as it rolled down along the metal frame. They arrived shrieking about how they were living in the first three minutes of a bad Twilight Zone episode. A frantic trip to the hospital later, and they found out that, for no reason in particular other than malice on the part of the universe, they can produce acid from anywhere on their body.
Now, a month later, they still aren’t used to the new practices they have to upkeep to make sure they don’t accidentally destroy everything they love. Due to the corrosive nature of their blood, even paper cuts must be swiftly dealt with lest they become a health hazard. Similarly, their tears can’t simply be wiped away any more on a bad allergy day without some strong base nearby to neutralize their acidity. “It’s a wonder I haven’t accidentally waged chemical warfare on my town by now,” they thought. “Golly, what a useful and interesting power to have!” they didn’t think.
This night, however, was different. After weeks of trying to look on the bright side of things and find a possible use for copious amounts of acid pouring constantly from themselves, they believe they have finally found a purpose. They concentrated, and watery green fluid oozed from under "
126,"I do not like you, I think you are weird and annoying.  Their lips are not moving though and they have a smile on their face as they say to a teenage boy, John, “It was so great running in to you today, we should hang out sometime.”  That was weird, he thought to himself and thought maybe it is just my imagination, and continued on with his day and stopped at a diner down the street from his house on his way home from school.  Another teen kid in here. He better not try to take anything, teens are so reckless and disrespectful.  As he walks to get his food, John notices the man behind the counter glaring at him.  He walks up to the counter to pay for his meal and when he receives his change back, John says “Thank you, sir.  Not all teens are bad you know.”  And the man behind the counter’s face changed, almost in surprise and suspicion.  That is when John realized he had the power to read other people’s minds.  At first he loved the idea of it, he would mess with kids at school by calling them out on what they really thought and felt and they would be taken aback as to how he knew what he did.  He didn’t know how he could read other’s minds or when it really began but after having this power and control over someone, he realized he didn’t like having such power anymore.  Sometimes he would be able to know what someone was thinking and it wouldn’t always be something he wanted to know, especially if it were his close friends or even his family thinking something hurtful regardless of how much they loved and cared for him.  John began to recognize the importance of privacy, and how he had abused it.  At first he had thought that he had an “inside” to what other people wish they could have, a gift almost, but then he began to notice that it did more harm than it did good, for somethings are truly best let unsaid.  "
127,"Fred awoke in the middle of he night for no particular reason. 6 am. Earlier than he had hoped given the busy life he’d been leading the past few weeks. Work has been hell. Not in the casual way that some of us tend to contemplate hell. More in the burning, why am I here, won’t someone please give me a drink of water so I can survive this place kind of hell. Ana is there though. Laying beside fred, fast asleep. At least she’ll get to sleep in a bit before the sun comes up in a half hour. Fred creeps out of bed so as not to wake Ana. She looks absolutely lovely cuddled up there in the bed with the majority of blankets tucked around here as she tossed and turned through out the night and stole most of them hahah. 
Fred tiptoed his way to the kitchen, eager to make the most out of his early waking by surprising Ana with breakfast. He got out a carton of milk from the fridge, some eggs, and bread for the cubboard and set out to make some fresh toast. The sun started to poke out in the horrizen, bringing a bit more color to the room. Vanilla! French toast needs a bit of something sweet to give one that “I’ve just had a tasty treat” feeling. Fred returns to the fridge but can’t help to hesitate a moment. Ana is a school teacher, and Fred is but a low worker grunt in finance, trying to inch his way forward in life so that he may attain some level of financial success, or at least enough to satisfy his and Ana’s thirst for travel. Brazil, Portugal, Thailand, Bali, Dubai, and more. Fred gazes at the pictures of destinations that he and Ana keep on the fridge to motivate them. Closing his eyes, he takes a breath in and pictures it. He can feel the sand beneath his toes and the surfboard under his arm.
Wait. He can actually feel the sand under his toes and the surfboard under his arm. He gasps and the board drops, cracking a bit on the hard packed  sand that is STUNNING against the backdrop of the crystal blue water, crashing waves, and jungle vegetation of Padaang Padaang, the famed and barreling Left of Bali’s south coast. His hands come to his mouth and his eyes close again. Ana. And he’s in bed. Sand still between his toes. He’s in his boxers and Ana has just woken startled. “Don’t jump on the bed like that it’s not even 6:30 ya dick, what’s the matter with you!”. What’s the matter indeed. 
Fred looks at Ana, kisses her, holds her tight, closes his eyes, and the two lay in the same position, but are now in the Red Wood forests of West Marin with a gentle waterfall in the background. Now Ana is sure that this is a dream. Before she can remark, Fred takes her hand again and squeezes it tight, closes his eyes and thinks of the Moon. Poor choice. Not much oxygen or atmosphere on the moon. They couple floats about for less than a second before they find themselves, still in their morning garments in a paddle boat in Venice accompanied by a particularly overweight pair of American tourists. Fred laughs, apologizes and steps of the table that he had just landed on, wiping the Bri, bread, and jam off his boxers and moving to pick up the toppled over bottle of wine. Ana is in a state of amazement. Transfixed. Unable to utter even a word. Fred moves again and kisses his wife, closes his eyes, and they are back in bed again, embracing."
128," Sarah thought herself as an average girl, just going through the motions of a typical high life. She never thought herself to be special or have some quality that made her stand out from the crowd. Sarah saw those popular girls in school but never cared to be just like them. She liked being invisible. She never thought to have that desire to know what others were thinking. She found comfort in silence and independence.
One morning she woke up, fifteen minutes before her chemistry lab class. In a frantic hurry she sprung out of bed, got out of her pajamas, threw on the first thing she saw, and ran out the door. Never has she been late to anything. If at all, she would always be the first person to arrive. Hopping on her bike, she sped as fast as she could, not paying attention to anything around her. 
All of a sudden, a truck came zooming by. The next thing she knew, Sarah wakes up in a white hospital room dressed in a blue gown. “Sarah, you’ve been in an accident,” the doctor says. “You’ve been here for about a month and you are just waking up from a coma.” 
Sarah could not believe what she was hearing. Sarah just sat there, confused and dazed. She was looking at the doctor and heard him say, “Wow, it’s a miracle she woke up. I thought she wouldn’t make it, given her condition.” But the strangest thing is, she didn’t see him move his mouth. “What is going on,” thought Sarah. In a few hours, her parents came. “Sarah! My baby. Are you okay? Are you hurt?” cries her mom. I thought I was going to lose her. Thank the Lord. I don’t know what I would have done. Sarah heard this in her mother’s voice. But again, she didn’t see her move her lips or open her mouth. Thank heavens, my baby girl is okay. She heard this in her father’s voice. It was then that Sarah realized that she could hear people’s thoughts. 
All this time she found comfort in not knowing what others were thinking. Now she has can’t help but hear anything but that. Sarah had to decide, does she reject this gift that she has given, or does she use it to help those who need it most?"
129,"It was just a normal day inside and outside John’s house. His mom was doing the dishes and cooking lunch as usual, his dad was out mowing the lawn, and his little brother was out playing with their dog. This was like a routine to John, since nothing too exciting or new ever happened to John. He’s lived like this for the past nineteen years and he’s happy with it. As John opened the door to walk out his room to get the lunch his mom made for him, the door knob completely fell off. He was very astonished but didn’t think much of it. He set it down and went down the stairs to let his dad know so he can fix it later. His dad said, “Already? I just fixed it yesterday. Strange.” John was a little weirded out, but still, didn’t think much of it. After eating dinner with his family, John decides to play fetch with his dog outside. He got a ball and without much effort, threw it out on the field. Surprisingly, he shot it so impossibly far out that the dog got confused. John was also confused himself. The ball disappeared in the air as if some superhuman threw it. At this moment, John was feeling a little frightened. He didn’t want to tell his parents because he’d feel as if they’re freak out more and make him feel worse. John then decided to test what he can do. He began to think about how the door knob easily came off when he tried to twist it and how effortlessly the ball went into the sky. He came to the conclusion that he had the power of strength. Trying to hide away from his parents, John decided to sneak off into a vacant area to test his new power. It was dark, which was a perfect setting for John to do whatever he wanted. The first thing John did was punch a cement wall. A little risky for the first trial, but John wanted to know for sure if what he thinks is real. A little hesitant for the punch at first, John gave the cement wall a little nudge and the wall crackled down a little and made a dent in the wall. At this point of time, John was scared but also excited. He began to think about all the things he could do with this superhuman power. He began throwing the dumpsters around him over his head and tried to find heavy things just to showcase his power. After John has his fun, he decided to go home to his family. He didn’t want to tell them anything yet because he thought they might think he wasn’t human and abandon him. Once he came home, no one was awake so he just quietly went into his room. Surprisingly, his mom was waiting for him at his bed. Her expression wasn’t angry, she just looked normal as if she would’ve been any other day. She said, “John, come sit next to me. I just want to say a few words and you can go to bed.” John felt a little uncomfortable, but wanted to hear what his mother had to say. She said, “I’m sorry for not giving you an exciting life son. I know our daily lives are like boring routines and I’m sorry for that. I want to try make things more spontaneous and fun for you and your brother, but its hard going out of my comfort zone. I hope you understand. Your dad and I have been talking about this and we want to make changes around this household. What do you say John?” John was a little speechless at first but got really calm and happy. He said, “Thank you mom. I appreciate you and dad taking the time out of your day to talk about this. This would really mean a lot to me and my brother. I love you so much.” She started tearing up and said, “I love you too, John.” Since John felt like he overcame the barrier between his mom and himself, he wanted to tell her about his power. His mom went in for a hug first and John couldn’t help but hug his mom back. As he touched her, he heard her bones crack and her scream. She then collapsed in John’s arms. John didn’t know what to do. His dad and brother came racing in and saw what had happened. John started crying and started to repeat, “I didn’t mean to do it. I didn’t mean it, I swear.” Not knowing what to do in this moment, John laid his mom on the bed and ran out the door, breaking parts of the house away. He knew he couldn’t stay here, so he decided to run off to somewhere that he can call home. "
